file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,206,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,19
style.css,207,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,7
style.css,208,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,8
style.css,209,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,210,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,211,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,212,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,18
style.css,213,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,17
style.css,214,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,12
style.css,215,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,216,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,217,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,218,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,5
style.css,219,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,17
style.css,220,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,221,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,222,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,10
style.css,223,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,81
style.css,224,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,225,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,226,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,19
style.css,227,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,18
style.css,228,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,229,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,0
style.css,230,css,f2d1c244,nisharonn,2025-02-08,21:10:58,-08:00,2025-02-08T21:10:58-08:00,0,5
